page,type,raw,translation,note
38,生词,a better determinant of future returns,对未来收益更好的决定因素,determinant 指起决定作用的因素，与动词 determine 同根。
38,术语,the book-to-price ratio,账面市值比（B/P）,book 指每股账面净资产，除以股价得账面市值比，是价值因子的经典度量。
38,多义,all information is already accurately and fully incorporated into the current market price,所有信息都已准确、完整地计入当前市价,incorporate 本句义为“纳入、计入（价格）”，vs 常见义“组建公司、合并”。
38,多义,"Quants tend to invert such ratios, keeping prices in the denominator",量化交易者倾向于把这类比率倒过来，让价格留在分母,invert 本句义为“取倒数”，vs 常见义“上下颠倒”；denominator 为分母，numerator 为分子。
38,术语,also known as earnings yield,又称盈利收益率（E/P）,earnings yield 是市盈率的倒数，把价格放在分母，便于处理负值与零值。
38,多义,the P/E ratio is simply undefined,市盈率根本无从定义,undefined 本句义为数学上“无定义”（分母为零），vs 常见义“未加界定的”。
38,生词,exhibit this sort of misbehavior,表现出这类反常行为,misbehavior 用于数学量时指取值不连续、跳变或无定义等“不听话”的性质，与描述人的“行为不端”是同一构词。
38,多义,the E/P ratio is well behaved,E/P 比率性质良好,well behaved 本句义指统计量取值连续、单调、处处有定义，vs 常见义“（人）表现规矩”。
38,难句,"It is somewhat ironic that quantitative investing owes so much to Eugene Fama, because Fama’s most famous work advanced the idea that markets are efficient.",颇具讽刺意味的是，量化投资竟如此归功于尤金·法马——因为法马最著名的成果恰恰是论证市场是有效的。,It 为形式主语，真主语是 that 从句；because 从句解释“讽刺”的原因；owe much to 表示归功于。
39,词组,does not lend itself well to analysis,不便于用来做分析,lend itself to 表示“（事物）适合于、便于”，主语是物不是人。
39,生词,These quantities predated the use of computers to trade,这些指标的出现早于用计算机做交易,predate 意为在时间上早于，pre- + date。
39,生词,arbitrary definitions and distributions,任意设定的定义与分布,arbitrary 指没有原理约束、凭习惯或方便而定，不等于“武断专横”。
39,多义,computed or quoted in ways that are not readily used,以不便直接使用的方式计算或表述出来,quote 本句义为“给出（数值的）表述方式、报出数值”，vs 常见义“引用”。
39,词组,But this strikes me as being too shallow a definition,但在我看来这个定义太肤浅了,strike sb as 表示“给某人以…的印象”；too shallow a definition 中 too/so/as/how + 形容词要把冠词后置。
39,多义,it can pay off to own the more risky asset,持有风险更高的资产可能是划算的,pay off 本句义为“见效、划得来”，vs 常见义“还清（债务）”。
39,词组,As it happens,碰巧；事实上,As it happens 引出一个与预期略有出入的事实，语气近似 in fact。
39,难句,The argument for this theory is that sometimes instruments have a higher yield than is justified by their fundamentals simply because the market is requiring a high yield for that kind of instrument at the moment.,该理论的依据是：有时一种资产的收益率之所以高于其基本面所能支撑的水平，仅仅是因为市场此刻就是要求这类资产提供高收益率。,than is justified by their fundamentals 是省略主语的比较从句（than 兼作从句主语）；simply because 引出唯一原因。
40,词组,the risk of standing in the way of momentum,挡在动量前进方向上的风险,stand in the way of 意为阻挡、逆着…而行；此处指价值买入本质上是在与下跌动量对着干。
40,多义,which echoes the idea,这印证了…的观点,echo 本句义为“呼应、印证（他人观点）”，vs 常见义“回声”。
40,生词,Yield-Surrogates,收益率的替代物,surrogate 指代替真品发挥同样作用的替身物，如 surrogate mother 代孕母亲。
40,术语,this strategy is also known as a carry trade,这一策略也称套息交易,carry trade 指买入高收益标的、同时卖出低收益标的融资，赚取二者利差。
40,术语,The spread between the yield received and the yield paid is the carry,所收收益率与所付收益率之差即为“carry”,carry 在此为名词，指持仓期间自然产生的净收益（正为正carry，负为负carry）。
40,多义,"use the proceeds to buy $1,000,000 of higher-yielding Mexican bonds",用（卖空所得的）款项买入100万美元收益率更高的墨西哥债券,proceeds 恒用复数，指出售或融资所得的款项，vs 动词 proceed（继续进行）。
40,文化,"Graham and Dodd, in their landmark book Security Analysis",格雷厄姆与多德在其里程碑式著作《证券分析》中,《证券分析》（1934）是价值投资的奠基之作；landmark 作定语意为具有里程碑意义的。
40,术语,value trading offers investors a margin of safety,价值交易为投资者提供安全边际,margin of safety 指买入价低于内在价值的那段缓冲，用以吸收判断误差。
40,术语,the Fed Funds rate,联邦基金利率,美国银行间隔夜拆借利率，由美联储设定目标区间，是美元短期利率的基准。
40,生词,until they imploded in 1998,直到他们在1998年轰然垮掉,implode 原指向内爆裂，喻指机构因内部问题迅速崩溃，与 explode（向外爆炸）相对。
40,生词,the juxtaposition of yields on government bonds,把国债收益率并列对比,juxtaposition 指把两者摆在一起以显出差异，动词为 juxtapose。
40,语法,"As riskiness increases, so too do yields to compensate lenders.",随着风险上升，收益率也随之上升，以补偿放贷人。,so too do yields 为 so + 助动词 + 主语的倒装结构，表示“…也一样”；do 替代前面的 increase。
40,难句,"Carry trading is an enormously popular kind of strategy for quants (and discretionary traders) in currencies, where the currency of a country with higher short-term yields is purchased against a short position in the currency of a country with relatively low short-term yields.",套息交易在外汇上是量化（以及主观）交易者极受欢迎的一类策略：买入短期利率较高国家的货币，同时做空短期利率相对较低国家的货币。,where 引导非限制性定语从句，先行词是 in currencies 所指的领域；is purchased against a short position 中 against 表示“与…对冲配对”，即一多一空成对建立。
41,术语,"earnings before interest, taxes, depreciation, and amortization (EBITDA)",息税折旧摊销前利润（EBITDA）,depreciation 为有形资产折旧，amortization 为无形资产摊销；EBITDA 常用来近似经营现金流。
41,术语,enterprise value (EV),企业价值（EV）,EV = 市值 + 净负债，衡量买下整家公司的代价，故常与 EBITDA 配对成 EV/EBITDA。
41,术语,quant long/short (QLS),量化多空策略（QLS）,按因子给股票打分排序，买入排名靠前者、卖空排名靠后者的股票策略。
41,术语,the major integrated oil companies,大型一体化石油公司,integrated 指从勘探开采到炼化销售全产业链一体化经营的石油公司。
41,生词,The presumption is that,这里的假定是,presumption 指在缺乏反证时先行接受的假定，动词为 presume。
41,多义,Value can be used to time any kind of instrument,价值可以用来给任何一类标的择时,time 本句义为动词“选择买卖时机、择时”，vs 常见义名词“时间”。
41,多义,seeking relative value rather than simply making an assessment,追求的是相对价值，而不只是做一个（绝对的）判断,relative value 指与同类标的比较后的高低，而非该标的自身贵贱的绝对结论。
41,术语,Roll yield,展期收益,期货合约到期需换到下一份合约，换仓时因期限结构不同而自然产生的收益或损耗。
41,多义,a contract with a shorter-dated expiry,到期日更近的合约,expiry 指合约到期日；shorter-dated 意为期限更短的，dated 在此指“到期时间标定”。
41,术语,backward-dated,现货升水（逆价差）的,即 backwardation：现货价高于远期期货价，此时持有多头滚动换月可获正的展期收益。
41,术语,contango,期货升水（正价差）,现货价低于远期期货价，多头滚动换月会产生负的展期收益。
41,难句,Most quant equity traders who use value strategies are seeking relative value rather than simply making an assessment of whether a given stock is cheap or expensive.,多数使用价值策略的量化股票交易者追求的是相对价值，而不只是判断某只股票本身是便宜还是贵。,who 从句修饰 traders，主句谓语为 are seeking；rather than 后接与 seeking 并列的动名词 making。
42,语法,That a given stock is a growth asset implies nothing about its valuation or yield.,某只股票属于成长型资产，这一点丝毫说明不了它的估值或收益率。,That 引导的从句直接作主语（后接谓语 implies）；imply nothing about 意为“对…毫无提示作用”。
42,词组,all else being equal,在其他条件相同的情况下,独立主格结构（名词 + being + 表语）作状语，等同于 if all else is equal。
42,术语,the price/earnings-to-growth (PEG) ratio,市盈率相对盈利增长比率（PEG）,PEG = 市盈率 / 盈利增速，用增长速度来校正估值高低。
42,术语,a forward-looking concept of value,一种前瞻性的价值概念,forward-looking 指基于对未来的预期，与 backward-looking（基于历史数据）相对。
42,多义,the market has priced in a great deal more growth than you expect,市场已把远超你预期的增长计入价格,price in 本句义为“把（某预期）计入价格、消化”，vs 常见的 price 作名词“价格”。
42,生词,assets with stagnant or negative growth,增长停滞或为负的资产,stagnant 指停滞不动的，名词为 stagnation；本义可指死水不流。
42,生词,the future stature of a company,一家公司未来的地位,stature 指（人或机构在业内的）声望与分量，与 statue（雕像）、status（身份状态）形近易混。
42,词组,are predicated on the idea that,以…这一想法为前提,be predicated on 意为“建立在…基础上、以…为前提”，多用于正式书面语。
42,术语,analysts’ earnings estimate revisions,分析师盈利预测修正,指卖方分析师上调或下调对某公司未来盈利的预测，其方向常被当作成长/情绪信号。
42,术语,Sell-side analysts working at various brokerage houses,在各家券商工作的卖方分析师,sell-side 指为客户提供研究与交易服务的券商一侧，与买方（基金）相对；brokerage house 即经纪商、券商。
42,词组,get an early glimpse of a company’s growth,提前瞥见一家公司的增长,glimpse 作名词指匆匆一瞥，常搭配 get/catch a glimpse of。
43,词组,their being treated as close cousins,把这两者当作近亲来看待,close cousins 喻指性质相近之物；their being treated 是动名词的复合结构，逻辑主语用物主代词。
43,术语,extrapolations of recent historical growth,对近期历史增长的外推,extrapolation 指把已观测到的趋势延伸到样本之外，与 interpolation（内插）相对。
43,术语,key performance indicators (KPIs),关键绩效指标（KPI）,此处指收入、成本、盈利等能刻画公司经营状况的核心量。
43,多义,more accurately and/or more timely,更准确和/或更及时,timely 本句是形容词“及时的”（与 accurate 并列），并非副词；其副词形式一般说成 in a timely manner。
43,术语,the Wall Street consensus,华尔街一致预期,consensus 指卖方分析师预测的平均值，是衡量“市场已预期到什么”的基准。
43,词组,baked into the current price,已经烘进（固化在）当前价格里,bake into 喻指某因素已被牢牢嵌入、无法再单独剥离，此处即已被价格充分反映。
43,生词,do not pertain to value,与价值（因子）不相干,pertain to 意为与…有关、属于…范畴，正式书面语。
43,生词,foreshadows increased demand for heating oil,预示取暖油需求将上升,foreshadow 指某迹象预示后事，构词为 fore-（预先）+ shadow（影子）。
43,术语,"secondaries/new issuances, and buybacks",增发/新发行与回购,issuance 指新发行证券（增加供给），buyback 指公司回购自家股票（减少供给），二者从供需侧影响价格。
43,多义,both fiat and digital,既有法定货币也有数字货币,fiat 本句义为“法定的（货币）”，源自拉丁语“让它成为”，vs 常见义“命令、政令”。
43,多义,which in turn can inform forecasts for the prices,这又能反过来为价格预测提供依据,inform 本句义为“为…提供依据、影响（判断）”，vs 常见义“通知某人”。
43,难句,"Being able to forecast earnings for some company better than the market, for example, will not help you forecast the earnings yield of that company, because the price is required to compute the earnings yield.",举例来说，就算你能比市场更准地预测某家公司的盈利，也帮不了你预测这家公司的盈利收益率，因为算盈利收益率还需要价格。,Being able to... 是动名词短语作主语，谓语为 will not help；for example 为插入语；because 从句给出原因。
44,词组,To be sure,诚然；不可否认,句首的 To be sure 先作让步，后面常接 But 转折，并非“为了确定”。
44,生词,It is debatable whether,…是有争议的,debatable 指尚无定论、可以两说的，与 questionable（可疑的）语气不同。
44,词组,the supply part of the equation,这一等式中供给的那一半,the equation 在此喻指由多个因素构成的整体格局，part of the equation 即其中一个组成部分。
44,术语,theory-driven fundamental alpha,理论驱动的基本面阿尔法,theory-driven 指先有经济学解释再建模，与 data-driven（先从数据里找规律）相对。
44,术语,frequently termed flight-to-quality environments,常被称为“奔向优质资产”的行情,flight to quality 指风险事件中资金迅速撤出高风险资产、涌向国债等优质资产；term 在此为动词“称之为”。
44,词组,Not coincidentally,并非巧合的是,作句首状语，提示前后两件事之间存在因果联系。
44,多义,quality models deployed in more macroeconomics-oriented strategies,质量模型被投入到更偏宏观的策略中,deploy 本句义为“部署、投入使用”，vs 军事常见义“调动部署（兵力）”。
44,多义,the unfolding crisis in Europe,正在演进中的欧洲危机,unfolding 本句义为“正在展开、事态推进中的”，vs 常见义“把折叠的东西打开”。
44,术语,short higher-levered companies and go long less-levered companies,做空杠杆更高的公司、做多杠杆更低的公司,levered（=leveraged）指使用了债务杠杆的；go long / short 为建立多头、空头头寸。
44,术语,the debt-to-equity ratios of stocks,股票的负债权益比（D/E）,总负债除以股东权益，数值越高说明杠杆越重、质量因子上评分越低。
44,多义,one kind of widget for some narrow purpose,只做一种用途狭窄的小玩意儿,widget 本句义为经济学举例时泛指的“某种小产品”，vs 常见义（软件界面上的）小组件。
44,难句,"This kind of strategy is easily found in quant equity trading but not as commonly in macroeconomic types of quant trading, probably because, historically, countries were not thought of as being particularly risky.",这类策略在量化股票交易里很常见，但在宏观类量化交易里就没那么常见，大概是因为历史上人们并不认为国家有多大风险。,but 后省略了 is found；probably because 引出原因状语从句，historically 为插入的时间状语；be thought of as 意为“被视作”。
45,文化,A great article in Vanity Fair,《名利场》上的一篇好文章,Vanity Fair 是美国以人物特写与文化评论著称的月刊。
45,多义,a new CEO to succeed him at Twitter,一位新CEO来接替他执掌推特,succeed 本句义为“接任、继任（某职位）”（succeed sb），vs 常见义“成功”。
45,多义,fuel fundamental sentiment strategies,为基本面情绪策略提供养料,fuel 本句义为动词“驱动、给…提供燃料/养分”，vs 常见义名词“燃料”。
45,术语,changes in discretionary accruals,操控性应计项目的变化,accrual 指权责发生制下已计入利润但尚未收付现金的项目；discretionary 部分由管理层自由裁量，常被用作盈余操纵的迹象。
45,生词,the management’s stewardship of the company,管理层对公司的经营受托责任,stewardship 指受托代人管理财产的职责，steward 原意为管家。
45,术语,an earnings quality signal,盈利质量信号,衡量报表盈利与真实经营现金流的接近程度，差距越大说明盈利质量越低。
45,术语,its free cash flow,自由现金流,经营现金流减去维持经营所需资本开支后的剩余现金，较难被会计手法修饰。
45,词组,gained prominence,受到广泛关注；声名鹊起,prominence 指显要地位，gain/rise to prominence 为固定搭配。
45,多义,the signals would appear very sporadically,这些信号只会零星地出现,sporadically 指时有时无、无规律地出现，与 regularly 相对。
45,术语,difficult to backtest and achieve any kind of statistical significance,很难回测，也很难达到任何程度的统计显著性,backtest 指用历史数据模拟策略表现；statistical significance 指结果不太可能由随机性造成。
45,文化,Enron and WorldCom,安然与世通,两家美国大公司分别于2001、2002年因财务造假破产，直接催生了《萨班斯法案》。
45,难句,"Such strategies especially gained prominence in the wake of the accounting scandals of 2001 and 2002 (Enron and WorldCom, for example), which highlighted that sometimes publicly traded companies are run by folks who are trying harder to manage their financial statements than manage their companies.",这类策略在2001—2002年的会计丑闻（如安然、世通）之后尤其受到关注，那些丑闻凸显出：有些上市公司的管理层花在“管理财报”上的功夫比管理公司还多。,in the wake of 意为紧随…之后；which 引导非限制性定语从句，先行词是前面整个 scandals；who 从句里 manage 一词被前后两次使用形成对照（管理报表 vs 管理公司）。
45,生词,several key management missteps,几处关键的管理失策,misstep 字面为“踏错一步”，引申为决策失误；mis- 前缀表示错误。
46,语法,"for all that these strategies profit when things are very dire, they tend to do poorly when the markets are performing well",尽管这些策略在市况危急时赚钱，但在市场表现良好时往往表现不佳,for all that 引导让步状语从句，相当于 although；dire 意为危急、凄惨的。
46,生词,go into a state of euphoria,陷入亢奋状态,euphoria 指过度乐观的集体狂喜情绪，与 panic 相对。
46,生词,The aforementioned accounting scandals,上述会计丑闻,aforementioned 为正式书面语，等于 previously mentioned。
46,词组,To recap,概括一下；小结,recap 是 recapitulate 的缩略，用于把前文要点重述一遍。
46,生词,The framework proposed herein,此处提出的框架,herein 意为“在此文中”，属 here- 系列正式副词（herein / hereby / hereafter）。
46,词组,provides a menu of sorts,可以说提供了一份“菜单”,a ... of sorts 表示“勉强算是某种…、称得上是一种…”，带保留语气。
46,词组,Quants sometimes fool themselves into thinking that,量化交易者有时会骗自己相信,fool sb into doing 表示“哄骗某人做某事”，反身用法即自欺。
46,多义,a broader array of core alpha concepts,范围更广的一整套核心阿尔法概念,array 本句义为“一系列、一整套”，vs 常见义（计算机的）数组、（军队的）阵列。
46,生词,annexation,吞并；兼并,annexation 指一国强行把他国领土并入自身，动词为 annex。
46,词组,spring to mind,浮现在脑海里,spring 在此指念头“突然冒出”，主语是想到的事物而非人。
46,术语,little or no historical precedent,几乎没有历史先例,precedent 指可供参照的先例；缺乏先例意味着无法用历史数据回测。
46,术语,Bayesian thinking about priors,关于先验的贝叶斯式思考,prior 指在看到新数据之前就持有的概率判断，贝叶斯方法用新证据不断更新它。
46,词组,you can take as a given that,你可以把…当作既定前提,take sth as a given 意为视某事为无需再证的前提，a given 为名词用法。
46,生词,stifled a significant majority of air travel,扼杀了绝大部分航空出行,stifle 意为使窒息、压制，此处指需求被强行抑制。
46,难句,"Some investors might also use implied volatility to serve this purpose, but implied volatilities go up because the market itself goes down, because growth expectations are lowered, because a company disappoints expectations on their earnings announcement, or for any number of other reasons unrelated to the quality of the company itself.",有些投资者也可能用隐含波动率来充当这一用途，但隐含波动率上升的原因可能是大盘本身下跌、增长预期被下调、公司财报不及预期，或其他任何与公司质量本身无关的原因。,but 后由四个并列原因构成：三个 because 从句加一个 for + 名词短语；unrelated to... 作后置定语修饰 reasons。
47,词组,the likes of Carnival Cruises,…之类；诸如,the likes of + 名词表示列举同类事物；likes 在此是名词“同类”，不是动词 like。
47,术语,Similarly strong priors,强先验,先验（prior）指在看到新数据之前就已持有的概率判断，贝叶斯统计用语；strong prior 即事先把握很大、很明确的判断。
47,多义,pump stimulus,大举投放刺激（政策）,pump 本句义为“注入、猛灌”（资金、政策），常见义是“泵；打气”。
47,难句,"The challenge with these strategies is to build models very quickly and without the benefit of much history to validate them, that forecast causal factors like elections or pandemics, while also mapping baskets of securities that stand to benefit or be hurt from the potential outcomes.",这些策略的难点在于：要在几乎没有历史数据可供验证的情况下快速搭建模型，让模型预测选举或疫情这类因果性因子，同时还要划出会因潜在结果而受益或受损的一篮子证券。,主干是 The challenge is to build models…；that forecast causal factors… 是与先行词 models 被分隔开的定语从句；while also mapping… 为伴随状语；without the benefit of… 表“得不到…之利”。
47,词组,stand to benefit or be hurt,势必受益或受损,stand to do 表示“按情势看必将/有望”，与 stand（站立）的本义无关。
47,词组,these one-off events,这些一次性事件,one-off 指只发生一次、不重复的；英式常用说法，美式也说 one-time。
47,多义,catalyzed supply/demand strategies,由事件催化的供需策略,catalyze 本句义为“（事件）触发、催化”，常见义是化学中的“催化”。
47,词组,is based on the premise that,基于…这一前提,premise 前提；the premise that 后接同位语从句说明前提的具体内容。
47,术语,the barriers to entry are naturally lower,进入壁垒,进入壁垒指阻止新竞争者进入某领域的门槛（技术、资本、认知等）；壁垒越低，竞争者越多。
47,生词,able to discern behaviors,辨识；洞察,discern 指分辨出不易察觉的东西；形近词 discreet（谨慎的）、discrete（离散的）。
47,词组,already named under the banner of some theory,在…的旗号/名义之下,under the banner of 字面“在…旗帜下”，引申为“以…名义、归入…门下”。
48,生词,the paucity of data,数据的匮乏,paucity 稀少、不足，正式书面语；近义 scarcity、dearth。
48,生词,the theoretical underpinnings of human and computerized trading behaviors,理论基础；根基,underpinning 原指建筑的基础支撑，引申为理论依据；动词 underpin 支撑、构成…的基础。
48,多义,decide what data to feed the model,喂给（模型）；输入,feed 本句义为“把数据输入模型”，常见义是“喂养”。
48,术语,seemingly significant but are in reality entirely spurious,虚假的；伪（相关）,spurious 指统计上看似成立、实则纯属巧合的关系；spurious correlation 伪相关。
48,术语,computationally intensive strategies,计算密集型策略,指需要消耗大量计算资源的策略；X-intensive 构词表示“大量消耗X的”，如 labor-intensive 劳动密集型。
48,术语,two years of intraday tick data,逐笔（tick）数据,tick 指每一笔成交或报价的最小记录单位；intraday 日内。
48,难句,"If this was not difficult enough, whatever strategies are found in this manner require the past to look at least reasonably like the future, although the future doesn’t tend to cooperate with this plan very often or for very long.",这还不够难似的——以这种方式找到的任何策略都要求过去至少要与未来大体相像，然而未来往往并不常、也不会长久地配合这个如意算盘。,If this was not difficult enough 为惯用让步开场白；whatever strategies are found in this manner 是名词性从句作主语（whatever ≈ any…that）；require sth to do 结构；although 从句把 future 拟人化（cooperate 配合）。
48,生词,a somewhat dubious exercise,可疑的；靠不住的,dubious 指可信度存疑；exercise 此处指“一项活动/做法”，并非“锻炼”。
49,生词,domains which are largely immutable,基本不可变的领域,immutable 不可改变的（im- + mutable）；同根词 mutate 变异、mutable 可变的。
49,术语,reverse engineer the strategies that are successful,逆向工程；反推,reverse engineer 指从成品倒推其内部原理和做法；此处指算法从海量棋谱中倒推制胜策略。
49,生词,adversarial and dynamic,对抗性的且动态变化的,adversarial 由 adversary（对手）派生，指参与者相互博弈对抗；市场会针对你的交易做出反应，这是它与下棋、开车等封闭领域的本质区别。
49,多义,Compounding the problem,使问题雪上加霜,compound 本句义为动词“加重、使恶化”，金融常见义是“复利”；现在分词短语置于句首作状语，引出又一重困难。
49,生词,data are relatively sparse,数据相对稀疏,sparse 稀疏的、稀少的；统计与机器学习常说 sparse data，与 abundant（充裕）相对。
49,术语,signal-to-noise ratios,信噪比,借自工程学：有效信号与随机噪声之比；市场数据信噪比极低，意为真实规律被大量随机波动掩盖。
49,难句,"What both of these problems have in common is that they point to not having enough data to forecast in a world where signal-to-noise ratios are, in the best of cases, very low.",这两个问题的共同点是：它们都指向“数据不够多”这一困境——而这个世界的信噪比即使在最好的情况下也非常低。,What…have in common 为主语从句；is that… 表语从句；point to 后接动名词否定式 not having；where 定语从句修饰 world；in the best of cases 为插入语。
49,生词,the aforementioned challenges,上述的；前面提到的,aforementioned 正式书面语，= mentioned before；多见于论文、合同。
49,多义,Let’s first frame the problem broadly,界定；框定（问题）,frame 本句义为“设定问题的框架”，常见义是“框架；相框”。
49,多义,It also bears mentioning that,值得一提,bear mentioning / bear repeating 中 bear 表“值得、经得起”，固定搭配。
49,多义,an analog within the discretionary trading world,对应物；类似物,analog 本句义为名词“对应物”，常见义是“模拟（信号）的”；英式拼写 analogue。
50,难句,"So, if data-mining quants are primarily looking at current market conditions, searching the history for similar conditions, determining the probabilities of various outcomes in the aftermath of that “setup,” and making trades in accordance with the probabilities, they must, at a minimum, address several questions.",因此，如果说数据挖掘型量化做的主要是：观察当前市况、在历史中检索相似情形、确定该“形态”出现之后各种结果的概率、并依照概率下单，那么他们至少必须回答以下几个问题。,if 条件从句内四个现在分词短语并列（looking / searching / determining / making）；主句为 they must address several questions；at a minimum 插入语“至少”。
50,词组,"various outcomes in the aftermath of that “setup,”",在…之后（的余波中）,aftermath 原指灾难的余波，in the aftermath of 泛指“紧随…之后”；setup 此处指行情“形态、情境”。
50,词组,making trades in accordance with the probabilities,依照概率下单交易,in accordance with 正式用语“依照、与…一致”，比 according to 更书面。
50,多义,What data will we expose to the machine?,让机器接触到（哪些数据）,expose to 本句义为“把数据提供给模型”，常见义是“使暴露于（危险等）”。
50,术语,Feature selection,特征选择,机器学习术语：从候选变量中挑选与预测目标相关的输入变量（特征），再让算法决定如何使用；对应正文说的 alpha 模型的“原子构件”。
50,术语,Feature engineering,特征工程,机器学习术语：对原始指标进行加工改造（剔除干扰项、标准化等），使其更有预测力。
50,多义,the atomic building parts of an alpha model,（阿尔法模型的）最小构件单元,atomic 本句义为“不可再分的、最基本的”，常见义是“原子的；原子能的”。
50,多义,exclude extraordinary events,剔除非经常性事项,extraordinary 本句义为会计中的“非经常性（损益）项目”，常见义是“非凡的、异乎寻常的”。
50,术语,normalize your return series,把收益序列标准化,normalize 统计上指把数据缩放到可比尺度（如去均值、除以标准差），消除量纲差异。
50,生词,there is no leeway to be vague,回旋余地；容错空间,leeway 原为航海用语（风压偏航的余地），引申为自由发挥的空间；量化策略必须精确定义每个概念。
51,词组,Hand in hand with this question is another,与…相伴而来；紧密相连,hand in hand with 置于句首引起倒装：正常语序为 another (question) is hand in hand with this question。
51,词组,One of the most common follies in quant trading,蠢行；愚蠢做法,folly 名词“愚蠢的行为”，比 mistake 语气重，含“荒唐”意味；此处指把统计工具用错地方。
51,词组,art and judgment that pertains to this decision,与…相关；属于,pertain to 正式用语“关于、隶属于”；主语 art and judgment 被视作一个整体故用单数 pertains。
51,多义,A decidedly more straightforward question,显然；毫无疑问地,decidedly 本句义为程度副词“明显地”，并非“果断地”；由 decided（明确的）派生。
51,生词,it pervades quant research,遍布；渗透,pervade 指弥漫、贯穿于各处；此处指“新近数据更相关 vs 数据越多越显著”这一权衡贯穿整个量化研究。
51,文化,data from the “Buttonwood Tree” era of the NYSE,梧桐树时代（纽交所草创期）,1792年24名经纪人在华尔街一棵梧桐树下签订《梧桐树协议》，是纽约证券交易所的起源。
51,词组,statistical significance is always of paramount importance,至关重要,of paramount importance = extremely important；paramount 至高无上的；of + 抽象名词作表语为正式句式。
51,文化,"the more data, the merrier",多多益善,"套用习语 the more, the merrier（人越多越热闹，原指聚会待客），此处指数据越多统计结论越可信。"
51,生词,rather fickle,反复无常的,fickle 多形容人善变，此处形容多输入的非线性模型输出不稳定；近义 capricious。
51,生词,In machine-learning parlance,用机器学习的行话说,parlance 某一行业或群体的说法、用语；in the parlance of = 用…的话来说。
51,术语,a question of interpretability,可解释性,机器学习术语：模型的决策过程能否被人理解和追溯；与“黑箱”模型相对。
51,难句,The quant (and the investor examining the quant) must determine the appropriate balance between these conflicting traits of statistical analysis applied to systems with dynamic conditions.,量化交易员（以及考察他的投资者）必须在“统计分析应用于动态系统”所固有的这两种相互冲突的特性之间，找到合适的平衡。,括号插入并列主语；these conflicting traits 指前文“新近数据更相关”与“数据越多越显著”两种诉求；applied to systems with dynamic conditions 过去分词短语修饰 statistical analysis。
52,生词,perturbing these features to different values,扰动；微调,perturb 统计与工程用语：对输入做小幅改动以观察输出变化；名词 perturbation。
52,生词,This is ascertained,查明；确定,ascertain 通过调查或检验弄清楚；比 find out 正式。
52,多义,what level of conviction she may have regarding this security,（投资上的）确信程度,conviction 本句义为“坚定的信念、把握”，常见义是“定罪”；high-conviction position 指很有把握的重仓头寸。
52,词组,Just so with models,同样地；模型亦然,Just so 承接上文类比，表示“对…也是如此”；with 表“就…而言”。
52,生词,instill more trust in something,逐渐建立起（信任）,instill 一点点灌输、注入（观念、情感）；搭配 instill trust/confidence/discipline in。
52,词组,give more credence to these,更加相信；采信,credence 信任、相信；give credence to 采信某说法；形近词 credentials（资质证书）。
52,难句,"Especially in an environment where we have very low predictive power—as is certainly the case in capital markets—to the extent that we can make sense of decisions and outcomes, it is quite reasonable to give more credence to these than the ones that seem to come out of nowhere, even if the latter have nominally better results in our testing.",尤其是在预测能力极低的环境里——资本市场无疑正是如此——只要我们能够理解模型的决策和结果，就有充分理由更相信这些（可理解的结果），而不是那些仿佛凭空冒出来的结果，即便后者在测试中的成绩名义上更好。,两个破折号夹插入语 as is certainly the case in capital markets；to the extent that 表“在…的限度内/只要”；these 指可理解的决策与结果，the latter 指凭空冒出的那些；nominally 名义上、账面上。
52,术语,a peer group to which they are substantively identical,同类可比组；同行组,peer group 指用于业绩比较的同类策略或基金；substantively 实质上。
52,多义,characteristics of an implementation approach that bear discussion,值得（讨论）,bear 本句义为“值得、经得起”（bear discussion/scrutiny），常见义是“承受；忍受”。
52,术语,bet structure,押注结构,指预测是针对单一标的自身（directional/intrinsic），还是标的之间的相对关系（relative）。
52,生词,"the direction, magnitude, and/or duration of a move",幅度；量级,magnitude 大小、量级（如地震震级）；此处指价格变动幅度，与 direction（方向）、duration（持续时间）并列。
53,术语,Signal strength is defined by an expected return and/or by a confidence interval,信号强度,量化术语：信号的“强弱”由预期收益大小和/或置信水平共同定义，通常决定下注大小；confidence interval 置信区间。
53,生词,an important (but not ubiquitous) aspect,无处不在的,ubiquitous 到处存在的、普遍的；此处否定式表示并非所有量化模型都含此要素。
53,语法,"The larger the expected return (i.e., the further the price target is from the current price), the greater the strength of the signal, holding confidence levels constant.",在置信水平不变的前提下，预期收益越大（即目标价距现价越远），信号强度越大。,"the + 比较级…, the + 比较级… 句式；holding X constant 独立分词结构“保持X不变”；i.e. 括号内插入解释。"
53,词组,It stands to reason that you will generally be willing to take a bigger bet,按理说；理所当然,it stands to reason that 固定句式，表示结论合乎常理。
53,术语,an expected return or a price target,目标价,price target 对资产未来价格的具体预测点位；与只报涨跌方向的预测相对。
54,生词,more variability between the returns,变异性；差异波动,variability 统计用语：结果的分散程度；此处指两个策略收益之间的差异程度。
54,生词,differentiation is greater at shorter timescales,分化；差异化,differentiation 指相互之间拉开差别；短周期策略因交易次数极多，微小差异被不断放大。
54,词组,This general rule especially holds true,同样成立；依然适用,hold true 指规律、说法“成立、适用”；hold 此处为“保持有效”义。
