page,type,raw,translation,note
73,难句,"A practical example of such a problem, and one that has been well documented by the hedge fund replication crowd, is that an unconstrained market-neutral value model will very likely be making a bet on small caps outperforming large caps.",这一问题有个实际的例子——对冲基金复制圈已充分记录在案——那就是：一个不加约束的市场中性价值模型，十有八九是在押注小盘股跑赢大盘股。,and one that…为插入语（one 指代 example）；主干＝A practical example is that…；bet on A doing B＝押注A会B
74,术语,principal component analysis (PCA),主成分分析,统计降维技术：从历史数据中提取相互独立的主要风险因子，无需事先命名
74,词组,may well correspond to named risk factors,很可能,well 加强语气；may well do＝很有可能
74,多义,Treasury bonds across various maturities,期限；到期日,"债券语境＝到期期限，不是""成熟"""
74,多义,a delicate problem for the researcher,棘手微妙的,"不是""精致／娇弱""；delicate problem＝需小心拿捏的难题"
74,生词,the risk factors they encapsulate make sense,概括；囊括,capsule＝胶囊→封装、浓缩
74,词组,didn't change his stripes,改变本性；改弦易辙,"源自""虎豹改不了斑纹""（a leopard cannot change its spots）；指巴菲特没因跑输而改变风格"
74,词组,He was able to keep the faith,坚守信念,
74,生词,seek the benefits of adaptiveness,自适应性,adaptive＝自适应的；经验型风险模型的卖点是随市场变化自动调整
74,难句,"It is important to note that such statistical methods may discover entirely new systematic risk factors, which a reasonable observer might be inclined to acknowledge exist but for which names have not been assigned.",值得注意的是，这类统计方法可能发现全新的系统性风险因子——理智的观察者也许愿意承认它们确实存在，只是还没人给它们起名字。,"which…acknowledge exist＝acknowledge (that they) exist 的嵌套省略；⚠but for which＝""但对于这些因子""（并列定语从句），不是虚拟语气的 but for"
75,生词,drove stock,bond,currency and commodity markets almost singlehandedly 单枪匹马地；仅凭一己之力 指伊拉克战争消息一度独自主导各类市场
75,术语,change their behavior from risk seeking to risk aversion,风险厌恶,与 risk seeking（风险偏好）相对；averse to＝厌恶
75,生词,could squelch most of the adaptiveness benefits,扼杀；压制,"拟声词本义""咯吱踩泥""→压制、消除"
75,术语,two years' worth of rolling daily data,滚动的,滚动窗口：每天进一个新数据点、挤掉最老的一个；X's worth of＝…量的
75,词组,It will therefore take a long time to turn the ship,（像大船一样）掉头很慢,比喻：长窗口模型对市场新变化反应迟钝
75,词组,"If the data don't bear it out, what good is the theory?",证实；支持,bear out a theory＝数据印证理论；what good is X＝X还有什么用
75,多义,the competing objectives of statistical significance and adaptiveness,相互冲突的（目标）,competing objectives＝不可兼得、彼此拉扯的目标
75,术语,one-minute intraday snapshots of price activities,日内的,intra-＝内部；intraday data＝日内（高频）数据；snapshot＝快照
75,难句,"The more data that are used—that is, the further back into history we must look—the less adaptive a model can be, because each new data point is but one of a very large number.",用的数据越多——也就是说必须回看的历史越久——模型的自适应性就越差，因为每个新数据点只不过是庞大样本中的一个而已。,the more…the less 结构中间插入破折号补充说明；is but＝只不过是（but＝only 的书面用法）
76,词组,these two kinds of risk models are not mutually exclusive,互斥的；相互排斥的,逻辑用语：非此即彼；not mutually exclusive＝可以并用
76,生词,"a combination of both, if they deem it appropriate",认为；视为,正式用语＝consider；deem it appropriate＝认为合适
76,语法,should it become clear to them that there is a new risk factor,万一／一旦（他们）清楚发现…,＝if it should become clear：省略 if、should 提前的倒装虚拟条件句
76,词组,they build a made-to-order risk factor,定制的,按需定做；反义 off-the-shelf＝现成的
76,词组,purchase one that is off the shelf,现成的；即买即用的,从货架上直接拿→标准化产品；与自研（build their own）相对
76,生词,Several purveyors of risk models,供应商,purvey＝供应（商品／服务）；指 BARRA 等风险模型厂商
76,生词,they are also by nature somewhat generic,通用的；千篇一律的,与定制相对：不针对特定需求；药品语境＝仿制药
76,词组,almost always comes at the cost of reducing return,以…为代价,
76,术语,taking risks that are expected to offer attractive payoffs,回报；收益,"博弈论／交易用语：一笔行动的报酬；另义""清偿／收买"""
77,生词,a theoretical or empirical risk model or some hybrid thereof,其；它的（正式书面语）,＝of that/of it；hybrid＝混合体：两者的某种混合
77,多义,make some determination about whether these risks are acceptable,判定；裁断,"make a determination＝作出判断，不是""决心"""
77,词组,rather than slapping together some positions that seem like good trades,草率拼凑,slap＝啪地一拍→随手拼凑、没有章法
77,多义,"make rational, deliberate decisions",深思熟虑的,"形容词＝经过斟酌的、有意的；动词另义""审议""；deliberately＝故意地"
77,难句,"Quantitative approaches to risk management, by virtue of seeking to measure and make explicit what exposures are driving a portfolio, put the power into the hands of the portfolio manager to make rational, deliberate decisions.",量化风险管理方法由于致力于度量并明示究竟是哪些敞口在驱动组合，因而把作出理性、审慎决策的权力交到了组合经理手中。,主干＝approaches put the power into the hands of…；by virtue of doing＝凭借（插入语先跳过）；make explicit＝使…明明白白
79,生词,"Without frugality, none can be rich, and with it, very few would be poor.",节俭,章首约翰逊格言：不节俭无人能富、能节俭少有人穷；形容词 frugal＝节俭的
79,词组,the starry-eyed optimist,天真憧憬的；过分理想化的,眼里冒星星→不切实际地乐观；比喻：阿尔法模型＝乐天派，风险模型＝操心鬼，成本模型＝抠门的会计
79,文化,This is not an overly draconian view of trading costs.,严苛的,源自古雅典立法者 Draco（德拉古），其法律以严酷著称
79,词组,transaction costs eat away between 20 and 50 percent of their returns,侵蚀；一点点吃掉,eat away (at) sth＝逐渐损耗
79,生词,"These reasons, however, are subject to a caveat",但书；注意事项,"拉丁语""让他当心""；表示附加限定条件的提醒"
79,词组,need to clear the hurdle of the cost of transacting,跨过门槛,clear＝跃过（跨栏不碰杆）；hurdle＝栏架→门槛；金融另有 hurdle rate（门槛收益率）
79,词组,used in conjunction with the alpha and risk models,与…结合；连同,conjunction＝结合；语法术语义＝连词
80,多义,only to inform the portfolio construction engine of the costs,为…提供信息；作为…的输入,"不是""通知／告发""；inform A of B＝把B的信息提供给A"
80,词组,which we discuss at length in Chapter 7,详细地,"此处＝充分详尽地；⚠另一义""最终／终于"""
80,生词,It is less glamorous to describe costs than to minimize them,光鲜的；有魅力的,"glamour＝魅力；描述成本不如""降低成本""听着风光"
80,多义,a problem of bleeding losses,失血般不断亏损,bleed＝流血→资金持续流失；bleed money＝不断烧钱
80,生词,ends up with suboptimal performance,次优的,sub-（低于）＋optimal（最优的）
80,生词,less computationally burdensome,负担沉重的,burden＝负担；computationally burdensome＝计算开销大
80,术语,"commissions and fees, slippage, and market impact",滑点,决定下单时的价格与实际成交价之间的差损；交易成本三大件之一
80,术语,slippage and market impact,市场冲击成本,自己的订单把价格推向不利方向所造成的成本
80,生词,despite the diminutive commissions they pay,极小的,"⚠形近 diminish（减少）；diminutive 语法里也指""指小词"""
80,术语,services known as clearing and settlement,清算与交收（结算）,clearing＝清算对账；settlement＝钱券交割；经纪商就此收取费用
80,难句,"If a trader underestimates the cost of transacting, this can lead to the system making too many trades that have insufficient benefit, which in turn leads to a problem of bleeding losses as a result of the constant acceptance of trading costs.","如果交易员低估了交易成本，就可能导致系统做出太多收益不足以覆盖成本的交易，进而由于不断承担交易成本而陷入""持续失血""式亏损。",lead to＋动名词复合结构（the system making…＝系统做出…这件事）；which in turn leads to＝进而导致
81,术语,Settlement is the delivery of securities in exchange for payment in full,结算；交收,证券与全额货款的交割，是一笔交易生命周期的最后一步
81,术语,both counterparties in a given trade,交易对手方,一笔交易中的另一方；counter-（相对）+party（当事方）
81,多义,uphold their contractual responsibilities,履行；恪守（合同责任）,"uphold = 维护/遵守，不是""举起"""
81,术语,matching engines to pair buyers and sellers,撮合引擎,交易平台里自动配对买卖订单的核心系统
81,术语,dark pools,暗池,券商或独立机构运营的匿名撮合平台：不公开订单簿，供客户规避大单的市场冲击
81,词组,have come into prominence,声名鹊起；变得举足轻重,prominence = 显要地位
81,多义,attract traders to their floors for trading,交易大厅；场内,"floor 此处=交易所的交易大厅，不是""地板/楼层"""
81,生词,certainly are not negligible,可忽略不计的,neglect（忽视）→negligible；⚠形近：negligent 疏忽大意的
81,多义,this $0.001 per-share hurdle,门槛,"本义""跨栏""；金融义=必须跨过的最低标准（hurdle rate 门槛收益率）"
81,多义,the all-in commissions and fees,全部算上的；总计的,"all-in = 各项加总之后的，不是""全押"""
81,词组,made as of a specific point in time,以（某一时点）为准；截至,常见于财务报表和数据的时点标注
81,难句,"In fact, the more accurate the forecast, the more likely it is that the price of the instrument is actually going toward the expected price as more time passes.",事实上，预测越准确，随着时间流逝，标的价格就越有可能正在朝预期价格移动（而交易者还没成交、没吃到这段行情）。,the+比较级…the+比较级 = 越…越…；it is that... 的 it 指代后面整个从句
82,词组,In the event that the price actually moves up,如果；万一,比 if 正式的条件引导语
82,词组,mean reverting in orientation,在性质/取向上（属于…型）,orientation = 基本倾向、定位
82,术语,A quant trader's latency or speed to market,延迟,从决策到订单抵达市场的时间；延迟越大滑点越大，高频交易核心指标
82,词组,"Worse still, the more accurate a forecast is...",更糟的是,= worse yet / what's worse
82,术语,90-day Treasury bills,（美国）短期国库券,一年期以内的美国政府债券，简称 T-bill；波动极小
82,多义,an average daily range of 2.6 percent,（日内）振幅,"当日最高价与最低价之差；不是""范围/山脉"""
82,难句,"The more latency in a trader's system or communications with the marketplace, the more time passes before her order gets to the market and the further the price of an instrument is likely to have moved away from the price when the decision was made.",交易者系统或通信链路的延迟越大，订单到达市场之前流逝的时间就越多，标的价格就越可能已经偏离决策那一刻的价格。,"三重比较级 the more...the more...the further 并列；is likely to have moved 不定式完成时=届时""已经""移开"
83,词组,someone has to be willing to take the other side,接对手盘；做交易的另一方,你要买就必须有人肯卖；take the other side of a trade = 与你反向成交
83,语法,impossible to predict much less control,更不用说；更别提,用在否定句后：连前者都做不到，何谈后者
83,生词,are nontrivial to quantify,并非轻而易举的；难度不小的,理工圈常用委婉语：trivial（琐碎简单）的否定=相当困难
83,术语,measurements of the depth of book,订单簿深度,book = 限价订单簿；深度=偏离最优买卖价的挂单量，衡量流动性厚薄
83,术语,the best bid/offer prices,买价/卖价,bid = 买方出价；offer（=ask）= 卖方要价；best bid/offer = 最优买卖报价
83,术语,a market order enters the exchange,市价单,不限定价格、按当前市价立即成交的订单；与 limit order（限价单）相对
83,生词,tricky to segregate these two concepts,区分开；分离,se（分开）+greg（群）→从群体中分出；名词 segregation 也指种族隔离
83,生词,the trader might deduce that he was actually paid,推断出,由已知推出结论；⚠形近：deduct 扣除
83,多义,the price continues to drift upward,（价格）缓慢漂移；阴涨,"本义""漂流""；金融义=没有明显动力的缓慢单向移动"
83,词组,on top of the negative slippage of $0.05,在…之外再加上,"表叠加，不是字面""在顶上"""
83,词组,his order makes its way to the front of the line of sale orders,一步步挪到；排到,订单在卖单队列中逐渐排到最前面
83,难句,"For example, the number of other trades that are being made in the same direction at the same time or whether news in the stock is causing impact to behave differently from normal are both issues that would affect measurements of market impact and are nontrivial to quantify.",例如，同一时间同方向的其他交易有多少、或者个股新闻是否正使冲击表现异于平常——这两点都是既会影响市场冲击的测量、又很难量化的问题。,超长并列主语 the number of... or whether...；谓语是 are both issues；issues 后又带两个并列定语从句
84,术语,trades that demand liquidity ... someone gets paid to supply liquidity,消耗流动性 / 提供流动性,吃单方（主动成交者）付出成本；挂单方（提供报价者）获得补偿，一收一付
84,术语,a market maker or specialist,做市商,持续挂出买卖双边报价、保证交易者随时有对手方可成交的机构
84,多义,market maker or specialist,（纽交所）专营做市商,"历史上纽交所给每只股票指定的独家做市商；此处不是泛指""专家"""
84,术语,Electronic communication networks (ECNs),电子通信网络,让客户彼此直接交易的电子平台，靠返佣吸引流动性提供者
84,术语,attract enough customer order flow,订单流,客户订单的持续流入；是交易平台赖以生存的命脉
84,多义,provide robust technology,稳定可靠的；健壮的,"技术语境=抗压抗故障能力强，不是形容人""强壮"""
84,多义,the bids and offers that are getting hit,（挂单）被打掉；被成交,hit a bid = 主动砸向买价成交，交易行话
84,术语,the rebate programs that ECNs put in place,返佣；回扣,平台付给流动性提供者的每股小额奖励；被动型策略的利润来源之一
84,多义,strategies actually call for a mostly passive execution approach,需要；要求,"the situation calls for X = 情况要求X；不是""呼叫/拜访"""
84,词组,rebate programs that ECNs put in place,设立；推行,put/have sth in place = 建立并使之生效
84,难句,Some kinds of trading strategies (usually mean reversion strategies) actually call for a mostly passive execution approach in which this act of providing liquidity is modeled as a source of profit due to the rebate programs that ECNs put in place to attract liquidity providers.,"某些交易策略（通常是均值回归策略）实际上要求以被动执行为主，在这种方式下，""提供流动性""这一行为本身被当作利润来源来建模——利润来自 ECN 为吸引流动性提供者而设立的返佣计划。",主干=strategies call for an approach；in which 引导定语从句；due to 说明利润来源；to attract 表目的
85,多义,a more public venue,（交易）场所,"本义""活动场地""；金融义=交易发生的市场/平台（trading venue）"
85,术语,they are over-the-counter off-exchange transactions,场外交易（OTC）的,不经交易所撮合、交易双方直接达成；off-exchange = 场外
85,词组,coupled with the fact that dark pools are available only to selected customers,再加上；连同,= combined with
85,术语,"flat, linear, piecewise-linear, and quadratic",二次的（二次函数型）,成本随交易规模加速增长（平方关系）；四种成本模型中最精确也最难建
85,术语,piecewise-linear,分段线性的,piecewise = 分段地；用几段折线逼近一条曲线
85,多义,use these fixed charges as a baseline,基线；底线水平,固定成本构成的下限，实际交易费用不会低于它
85,多义,cannot be known precisely until they have been incurred,（成本/损失）实际发生；招致,incur costs/losses = 产生费用/亏损，财务高频
85,多义,liquidity that happens to be available to absorb the order,消化；吸纳（订单）,"市场""吃下""大单而价格不至大动"
85,多义,the investor base that tends to transact in it,投资者群体,"base 此处=某标的背后的客户/投资者群体，不是""基地"""
85,难句,"Furthermore, the public markets provide the only transparent sense of price discovery, without which dark pool participants would have a significantly harder time determining what prices to bid and offer.",此外，公开市场提供了唯一透明的价格发现机制；若没有它，暗池参与者将远更难确定该报出什么买卖价。,without which = 若无前述之物（非限制性定语从句），后接 would have 虚拟语气
86,词组,"holding all else constant (such as liquidity, trend, or volatility)",在其他条件不变的情况下,经济学套话；= all else being equal（拉丁语 ceteris paribus）
86,词组,"in terms of dollars, shares, contracts, or the like",诸如此类,= and so on
86,术语,more complicated and computationally intensive,计算密集的,intensive = 高强度消耗某资源的；同理 labor-intensive 劳动密集
86,术语,where the solid line crosses the dashed line,实线/虚线,图表用语：solid 实线、dashed 虚线、dotted 点线
86,生词,this point of intersection,交点,inter（相互）+sect（切割）→相交之处
86,术语,a flat t-cost model,交易成本,transaction cost 的行话缩写
86,难句,"So, if this point of intersection corresponds to the size of trading normally done, and if the range of that trade size is within the region where the flat line is close to the curved line, a flat t-cost model may not be problematic.",因此，如果这个交点恰好对应平时的交易规模，且交易规模的波动区间处在平直线与曲线相近的区域内，那么固定成本模型未必有问题。,双重 if 条件从句并列之后才出现主句；correspond to = 对应于
87,术语,gets larger with a constant slope,斜率,数学术语：直线的倾斜程度；constant slope = 斜率恒定
87,词组,must trade off overestimating costs at smaller trade sizes with underestimating costs at larger trade sizes,权衡取舍,trade off A with/against B = 以A为代价换取B；名词形式 trade-off
87,词组,in the immediate vicinity of that intersection,在…附近,vicinity = 邻近区域；immediate = 紧邻的
87,生词,the curvature of the quadratic estimator,曲率；弯曲程度,curve（曲线）→curvature
87,术语,a better estimator of the real transaction cost,估计量；估计模型,统计术语：用来估计真实值的公式或模型
87,难句,"The idea of a piecewise-linear transaction cost model is that, in certain ranges, a linear estimate is about right, but at some point, the curvature of the quadratic estimator causes a significant enough rise in the slope of the real transaction cost line that it is worthwhile to use a new line from that point on.",分段线性成本模型的思路是：在某些区间内线性估计大致靠谱，但到了某个点，二次曲线的弯曲使真实成本线的斜率上升得足够显著，值得从该点起换用一条新的直线。,significant enough ... that ... = 足够…以至于…；from that point on = 从那一点起
88,词组,a happy medium between simplicity and accuracy,折中方案；两全其美的中间道路,"medium 此处=中间物；不是""快乐的媒体"""
89,词组,is generally a pain to build,麻烦事；苦差,a pain (in the neck) = 令人头疼的事，口语
89,术语,It has multiple terms and exponents,指数（幂）,"数学术语；同句 term = （多项式的）项，不是""术语/学期"""
89,词组,what is actually observed after the fact,事后,= 事情发生之后
89,术语,"market makers, hedge funds, mutual funds, or retail investors",散户；个人投资者,retail 零售→小额个人投资者，与机构投资者（institutional）相对
89,语法,a less than perfect estimate,并不完美的,less than + 形容词 = 委婉否定：绝谈不上…（如 less than thrilled = 很不乐意）
89,难句,You might be wondering how it is that we have estimated a quadratic function using a quadratic function and still ended up with a less than perfect estimate of the true transaction cost.,你可能会纳闷：明明是用二次函数去拟合二次函数，怎么最后对真实交易成本的估计仍然不完美。,"how it is that... = 强调式疑问""究竟为何""；end up with = 最终落得"
90,术语,a less liquid small cap stock ... a more liquid mega cap stock,小盘股 / 超大盘股,cap = market capitalization（市值）的缩写；另有 mid cap、large cap
90,多义,keep the model current,最新的；跟上现状的,"keep sth current = 使…保持与时俱进；不是""当前的/电流"""
90,术语,generating a target portfolio,目标组合,组合构建模型输出的理想持仓清单，交由执行算法去实现
90,多义,they can simply assume a modest cost,不大的；适度的,"修饰数量=幅度小；不是""谦虚的"""
90,词组,the target portfolio is passed along to the execution algorithms,转交给；传递给,= pass on
90,难句,"Its job is not to minimize the cost of trading, just as the job of the alpha model is not to generate returns but rather to make forecasts and to provide these forecasts to the portfolio construction model.",它的职责并不是把交易成本降到最低，正如阿尔法模型的职责不是产生收益，而是做出预测并把预测提供给组合构建模型。,just as = 正如（类比论证）；not A but rather B = 不是A而是B
93,难句,"No sensible decision can be made any longer without taking into account not only the world as it is, but the world as it will be.",如今，任何明智的决策都必须既考虑世界的现状，也考虑世界的未来，否则无从做出。,科幻作家阿西莫夫（Isaac Asimov）名言；no...without 双重否定=必须；the world as it is / as it will be = 现在的/将来的世界
93,生词,The model acts like an arbitrator,仲裁人,听取各方陈词后作裁决的人；⚠形近：arbitrageur 套利者、arbitrary 任意的
93,词组,the cost-conscious accountant,精打细算的；对成本敏感的,-conscious 后缀=注重…的（如 health-conscious 注重健康的）
93,生词,can lead to paralysis,瘫痪；僵住不动,过分在意成本→迟迟不肯调仓；analysis paralysis = 分析瘫痪
93,生词,hold positions indefinitely,无限期地,definite（确定的）的否定→没有明确期限地
93,生词,can be exceedingly simple or rather complex,极其,exceed（超出）→exceedingly = extremely
93,词组,such as by trial and error,试错法,反复尝试、从错误中修正的经验积累方式
93,术语,Optimizers utilize algorithms,优化器,用算法在约束下寻找目标函数最优解的程序；对应的组合构建方式称 optimized
93,术语,This goal is known as an objective function,目标函数,"优化问题中要最大化/最小化的量（如单位风险的收益）；objective 此处=目标，不是""客观的"""
93,生词,the canonical example of an objective function,最典型的；教科书式的,canon（正典）→canonical = 公认标准的
93,难句,"The model acts like an arbitrator, hearing the arguments of the optimist (alpha model), the pessimist (risk model), and the cost-conscious accountant (transaction cost model), and then making a decision about how to proceed.",这个模型就像一位仲裁人：听取乐观派（阿尔法模型）、悲观派（风险模型）和精打细算的会计（交易成本模型）各自的论点，然后裁决下一步怎么办。,hearing... and then making... 两个现在分词短语作伴随状语；三处括号是同位说明
94,词组,investment ideas of varying quality,质量参差不齐的,varying = 各不相同的；of+名词短语作后置定语
94,词组,"At a minimum, his results would be greatly improved",至少；最起码,= at the very least
94,多义,how most quant practitioners tackle this problem,着手解决；应对,"本义橄榄球""擒抱""；引申=正面处理难题"
94,术语,Decision-tree approaches,决策树,按特定顺序逐条检查规则来确定结论的分支结构；机器学习中有同名算法
94,生词,implicitly (or explicitly) believe,隐含地；未言明地,implicit 隐含的 vs explicit 明确的，高频反义词对
94,生词,the instruments are homogeneous enough,同质的,homo（相同）+gene（种类）；反义词 heterogeneous 异质的
94,语法,on the basis of their riskiness or otherwise,或其他方面；与否,接在名词后=或除此以外的情况；riskiness or otherwise = 风险高低或任何别的属性
94,语法,ignored except insofar as the signal is strong enough,在…的限度内；仅就…而言,= in so far as；except insofar as = 除非在…范围内
94,词组,"At first glance, this might seem like an oversimplification",乍一看,"glance = 一瞥；常与""细看之下其实不然""的转折连用"
94,难句,"This subject receives rather a lot less time and space in the academic journals and in practitioners' minds than ways to make a new alpha model, for example.","与""如何构造一个新的阿尔法模型""之类的话题相比，这个主题在学术期刊和从业者的头脑中所占的时间与篇幅要少得多。",rather a lot less ... than ... = 比…少得多；比较对象 ways to make... 被甩到句尾
95,生词,ultimately outweigh any potential benefit,压过；（重要性）超过,out+weigh = 分量胜过
95,术语,sufficient statistical strength and power,统计功效,"统计术语：当规律真实存在时检验能发现它的概率；power 此处不是""力量"""
95,生词,This weighting disparity,悬殊；巨大差异,dis+parity（均等）→不均等
95,词组,expected to snap back aggressively,猛烈回弹,"snap = 啪地弹回；aggressively 此处=幅度剧烈地，不是""侵略性"""
95,术语,known to statisticians as adverse selection bias,逆向选择偏差,"信号最强的标的往往正是背后真有实质性消息的标的——样本天然偏向""有毒""的那批"
95,文化,"""picking up nickels in front of a steamroller""",在压路机前捡五分硬币,华尔街著名比喻：为蝇头小利承担被碾压的巨大风险；nickel = 5美分硬币；run over = 被碾过
95,多义,a colorful way of saying,生动形象的,"形容语言=绘声绘色的，不是""五颜六色的"""
95,语法,a stock price is off by a factor of 100,错了/偏差…倍,off = 偏离正确值；by a factor of 100 = 相差百倍（如英股误按便士而非英镑报价）
95,难句,The first potential problem with unequal weighting is that it assumes implicitly that there is sufficient statistical strength and power to predict not only the direction of a position in the future but also the magnitude and/or probability of its move relative to the other forecasts in the portfolio.,非等权配置的第一个潜在问题是：它隐含地假设统计上有足够的强度和功效，不仅能预测头寸未来的方向，还能预测其相对于组合中其他预测的变动幅度和/或概率。,主干 problem is that...；that 从句内再套 assumes that...；not only...but also 连接两个预测对象
96,多义,an enormous position in this ticker,股票代码；（代指）个股,ticker symbol = 股票代码（如 GOOG）；源自早年打印行情纸带的 ticker tape 机
96,多义,from the meat of a distribution not from the tails,分布的主体部分,meat = 最有分量的核心部分；与 tails（尾部）相对
96,术语,a real tail event,尾部事件,"概率极低、幅度极端的事件（位于分布尾部）；与""黑天鹅""相关的概念"
96,生词,a more normative level of alpha,常态的；正常水平的,"norm（常规）→normative；另一义""规范性的""（与 descriptive 描述性相对）"
96,生词,Analogous arguments can be made,类似的；可类比的,analogy（类比）的形容词；analogous to = 与…相似
96,生词,adjusts position sizes inversely to their volatilities,成反比地,inverse 相反/倒数→波动率越高仓位越小
96,术语,whatever other measure of risk such as drawdown,回撤,净值从高点到低点的跌幅，衡量风险的常用指标
96,生词,a much larger and inadvertent real bet,无意间的；不经意的,in+advertent（留心的）→没留神造成的
96,难句,Putting an equal number of dollars into these two positions might in fact be taking a much larger and inadvertent real bet on the small cap stock.,向这两个头寸投入等量的美元，实际上可能等于在小盘股上无意间押下了大得多的真实赌注。,动名词短语 Putting... 作主语；be taking a bet on = 等于是在押注；in fact 为插入语
97,术语,equal risk–weighting approach,等风险加权,让每个头寸贡献相同的风险（通常按波动率倒数分配权重），而非等金额分配
97,生词,the equal risk–weighting approach also has its shortcomings,等风险加权方法也有其缺点,shortcoming = 缺点、不足
97,术语,it is almost always a backward-looking measurement,它几乎总是一种回望式度量,只依赖历史数据估计；与 forward-looking（前瞻式）相对
97,多义,once volatility spiked in 2008,当2008年波动率骤升之后,spike 名词=尖钉→动词=（数值）猛然飙升
97,文化,This is much like grading on a curve,"这很像""按曲线打分""",美国学校按相对排名给分的制度：最高分拿最好成绩，其余依次递减；比喻信号最强者分到最大仓位
97,生词,one could constrain individual positions to be less than 3 percent,可以把单个头寸限制在3%以内,constraint（约束）的动词形式
97,难句,"Any backward-looking analysis of the volatility of stocks that didn't emphasize the last debacle among financial stocks (10 years earlier, in 1998) would likely have been misled by the steady behavior of these stocks for the decade prior to 2008, and therefore an equal-risk model is likely to have held much larger positions in banks than were warranted once volatility spiked in 2008.",任何回望式的股票波动率分析，只要没有特别强调上一次金融股崩盘（10年前的1998年），就很可能被这些股票2008年之前十年的平稳表现所误导；因此等风险模型在2008年波动率飙升后，很可能持有了远超合理水平的银行股仓位。,主干=analysis would have been misled... and a model is likely to have held...；would have done 表对过去的推断；than were warranted = 超出合理限度
98,生词,Caution is therefore advisable,因此需要保持谨慎,advisable = 明智的、可取的；advise→advisable
98,词组,causes a heavy reliance on the alpha model being right,"导致对""阿尔法模型必须正确""的严重依赖",reliance = rely 的名词；后接动名词复合结构 the alpha model being right
98,生词,"the alpha model, risk model, and t-cost model can be incorporated in portfolio building",阿尔法模型、风险模型和交易成本模型都可纳入组合构建,"incorporate = 吸收合并进整体；另一义""注册成立公司"""
98,术语,less than the expected transaction cost threshold,低于预期交易成本阈值,"threshold 本义""门槛""→临界值"
98,术语,a technique known as mean variance optimization,"称为""均值-方差优化""的技术",Markowitz 1952年提出的组合构建方法：给定风险（方差）下最大化期望收益（均值）
98,词组,make the rules that drive them rational and well-reasoned,让驱动这些模型的规则理性且论证充分,reason 作动词=推理；well-reasoned = 经过充分推理的
98,难句,"These considerations can be accounted for within the alpha model itself, for example by adding a conditioning variable that sets the expected return (or score, or whatever other form of forecast) to ""0"" if the expected return is less than the expected transaction cost threshold.",这些考量可以在阿尔法模型内部处理：例如加入一个条件变量，当预期收益低于预期交易成本阈值时，就把预期收益（或分数，或其他任何形式的预测值）直接设为0。,whatever other form of forecast = 其他无论什么形式的预测；that 定语从句内又嵌套 if 条件句
99,术语,modern portfolio theory (MPT),现代投资组合理论,Markowitz 开创：用均值-方差框架刻画收益与风险的权衡
99,生词,The core tenet of MPT,MPT 的核心信条,tenet = 信条、基本原则；⚠形近：tenant 房客
99,术语,investors are inherently risk averse,投资者天生厌恶风险,风险厌恶：同等收益下偏好风险更低的资产；averse to = 对…反感
99,生词,A corollary is that investors will take on extra risk only if ...,一个自然推论是：投资者只有在…时才愿承担额外风险,数学用语：由定理直接推出的结论
99,术语,maximum risk-adjusted return,最大化风险调整后收益,"收益相对所担风险的比值（如夏普比率），衡量""每单位风险赚多少"""
99,术语,known as the efficient frontier,"称为""有效前沿""",每个风险水平上收益最高的那组组合连成的曲线
99,术语,a hard-to-borrow list provided by a prime broker,主经纪商提供的难借券名单,券源紧张、难以借到因而无法做空的股票清单
99,术语,prime broker,主经纪商,为对冲基金提供融资融券、清算托管等一揽子服务的投行部门
99,难句,"For example, the portfolio optimizer might be required to solve for the optimal (i.e., maximum risk-adjusted return) portfolio, which accounts for the expected returns of each potential holding, the variability of those holdings, the correlation of those holdings to one another, and which minimizes exposure to various prespecified risk factors as specified in the risk model.",例如，可能要求组合优化器求解出最优（即风险调整后收益最大）的组合：它既要考虑每个潜在持仓的预期收益、这些持仓的波动性及其相互间的相关性，又要使对风险模型中预先指定的各类风险因子的敞口最小化。,两个并列 which 从句共同修饰 portfolio；i.e. 插入语先跳过；solve for = 求解出（数学用语）
100,术语,the expected Sharpe ratio of each possible portfolio,每个可能组合的预期夏普比率,组合超额收益除以其波动率，最常用的风险调整后收益指标
100,词组,was chosen simply for illustrative purposes,仅为演示说明之用而选取,for illustrative purposes = 用作示例；illustrate = 举例说明
101,术语,to create a strategic asset allocation that won't need to be dynamically readjusted,建立一个无需动态调整的战略资产配置,长期基本不动的大类资产配置，与频繁调整的战术性配置相对
101,术语,stochastic volatility models,随机波动率模型,"stochastic 源自希腊语""随机""：大体可预测但内含随机成分的过程"
101,术语,which is basically a synonym for a time series in this context,在此语境下基本就是时间序列的同义词,时间序列=按时间顺序排列的一串观测值；synonym = 同义词
101,难句,"Forecasts of direction can be used as forecasts of return simply by making all positive forecasts equal and all negative forecasts equal (often subject to minimum threshold parameters, so that at least the return forecasts have to be of some significant size before making a bet).",方向预测也能当作收益预测来用：只需把所有正向预测设为同一个值、所有负向预测设为同一个值（通常还受最低阈值参数约束，使收益预测至少达到一定幅度才会下注）。,by making A equal and B equal = 通过把…设为相等；so that 表目的；be of some significant size = of+抽象名词表性质
102,术语,Generalized Autoregressive Conditional Heteroskedasticity (GARCH),广义自回归条件异方差模型（GARCH）,1986年 Bollerslev 提出的最常用波动率预测模型，刻画波动率聚集现象
102,生词,the Danish econometrician Tim Bollerslev,丹麦计量经济学家Tim Bollerslev,econometrics = 计量经济学
